,20180101,20180102,20180103,20180104,20180105,20180106,20180107,20180108,20180109,20180110,20180111,20180112,20180113,20180114,20180115,20180116,20180117,20180118,20180119,20180120,20180121,20180122,20180123,20180124,20180125,20180126,20180127,20180128,20180129,20180130,20180131,20180201,20180202,20180203,20180204,20180205,20180206,20180207,20180208,20180209,20180210,20180211,20180212,20180213,20180214,20180215,20180216,20180217,20180218,20180219,20180220,20180221,20180222,20180223,20180224,20180225,20180226,20180227,20180228,20180301,20180302,20180303,20180304,20180305,20180306,20180307,20180308,20180309,20180310,20180311,20180312,20180313,20180314,20180315,20180316,20180317,20180318,20180319,20180320,20180321,20180322,20180323,20180324,20180325,20180326,20180327,20180328,20180329,20180330,20180331
B0010,98896.36,103624.23,105733.1,106066.65,109652.06,110669.89,110869.19,104828.14,103038.36,105024.48,105821.02,112721.57,113598.16,114940.76,105327.02,105491.38,107738.86,107834.82,113443.04,114598.19,114400.52,103495.62,105619.31,109485.76,109749.96,113744.21,112889.42,111115.36,107891.05,106742.74,108743.21,105237.9,106830.11,105663.02,106394.35,101212.11,101337.42,101915.15,105801.26,107012.36,103943.23,103258.37,104404.03,105132.8,99106.5,79322.96074,106188.5825,107797.2539,108757.5157,107572.7153,126450.9541,88646.81,104229.23,110661.58,108879.63,108102.05,104645.38,104367.88,106927.62,103795.66,102077.09,104223.84,104436.2,95455.23,94779.17,97391.2,98316.63,108575.39,108468.07,109208.31,101949.77,101917.7,104056.54,103436.48,109336.01,108229.35,109364.27,101894.52,102167.85,104077.38,104547.52,110415.55,111721.13,110820.58,104197.6,104739.66,108183.88,108405.34,112721.72,112408.26
B0011,15502.7,9693.19,9650.31,9767.99,10734.17,14392.87,14397.3,9292.76,9431.16,9376.34,9856.52,10890.15,14536.03,15459.26,10945.35,10974.98,11029.45,11031.86,11868.01,15451.59,15280.01,10488.32,10610.9,10960.23,11103.2,11630.19,14821.81,15039.57,10981.61,11196.07,11593.11,9567.7,10759.25,13948.16,13918.58,9909.52,9913.14,9831.11,12293.25,12639.43,15405.09,15501.95,12302.8,12455.54,17490.01,9931.877491,11845.50427,12106.79188,12559.20798,13444.92152,16498.00718,11090.71,10244.2,11293.02,14782.38,14196.33,10575.92,10567.62,10720.65,9190.78,15778.84,17132.72,16662.22,14599.33,14314.61,14794.62,15160.33,10390.86,14081.99,14145.83,9253,9298.08,9499,9735.82,10827.75,14123.63,14349.98,9549.3,9549.3,9566.63,9842.42,10822.21,14558.61,14799.12,10171.27,10253.98,10713.78,10548.42,11412.44,15083.22
B0012,830553.06,643285.75,621461.69,627425.25,664023,1009539.75,1016316.81,599125,604271.38,633804,645595.88,701831.69,1048032.19,1071926.63,681242.56,689376.81,691720.25,701417.94,741714.81,1084963.38,1087733.38,671333.69,702136.44,716774,723107.94,754825.13,1074714.13,1079779,715955.44,712359.19,719874.38,605803.75,647828.44,985837.38,982437.38,561222,570309,565590.63,990065.5,1021925.5,1311492,1322239,989784.25,993647.19,1128399.25,656413.3714,976438.3363,1224955.91,1255089.321,909073.3242,1060652.637,752743.44,614257.31,670648.31,1026954.81,1030113.44,586040.44,598759.5,623154.13,593772.13,852363.75,1033082.81,1003675.31,771868.44,763526.81,795970.69,779632.75,629729.94,992589.88,1010045.63,589690.69,597089.25,604848.13,620405.56,670764.38,1005800.31,1012743.13,592897.38,600676,601459.25,612308.31,669673.06,1026866.25,1028211.5,603122.06,606761.63,614857.81,648759.81,699506,1052745
B0013,222285.64,167117.3,165540.66,170029.5,203172.75,232893.72,230758.75,163256.73,163516.47,166326.91,169856.75,203118.45,232704.28,233082.72,160936.36,163089.94,164500.7,167679.44,201306.95,230404.92,228205.55,161109.69,163233.23,163766.81,166377.41,201083.13,227779.2,229423.88,161864.67,164867.44,166706.92,173881.94,212007.42,247606.16,246434.95,166398.27,166997.47,166865.63,206087.48,234136.88,263887.41,262243.31,207115.2,205925.58,244594.09,138239.1773,184511.8939,235010.3581,243032.4773,194875.9018,230232.6096,160360.41,168139.92,201196.86,257093.11,257479.73,161804.8,162105.91,162756.03,175601.91,241705.97,279884.28,284111.88,222000.67,213051.31,218223.34,218601.22,201448.59,256682.83,258762.64,162744.36,164329.83,163569.53,169535.69,200824.14,238352.67,252965.47,163107.83,164129.34,164679.69,168708.92,199690.33,253709.19,252618.16,162341.19,166291.34,165294.73,168865.34,199108.95,251248.58
B0014,75055.13,57779.3,57270.89,57538,64674.35,96404.31,97265.7,58395.45,57322.73,60082.95,58805.45,68689.13,106551.2,111049.56,64417.34,63348.79,65293.27,64178.54,74933.39,110872.82,111548.33,61209.2,62307,62602.02,62555.97,67412.31,99184.21,100583.15,60791.3,61055.48,61962.54,50751.06,57490.59,84859.68,84980.17,46917.61,47146.33,46987.07,103481.95,94235.02,101096.46,106455.74,105895.97,105891.04,96594.33,45660.499,63148.37536,81232.76564,84783.59343,65417.2495,76314.08996,53355.59,47045.21,56752.21,87833.94,87111.65,46369.01,46714.4,50117.32,46061.67,69023.14,92167.48,91808.06,60375.68,58190.27,63745.17,63609.67,53358.13,86122.39,90106.39,45672.8,45709.2,46803.84,47490.22,55902.25,90089.31,91204.18,46422.07,46422.07,47303.04,47871.21,55277.44,90442.29,91003.69,46238.29,44964.88,51415.26,52035.37,60174.76,92966.34
B0015,21181.07,16995.65,16775.47,16822.01,18770.86,25068.07,25048.26,17013.9,16836.77,16728.34,17024.51,19036.89,25566.66,26074.75,17701.45,17722.95,17838.92,17828.71,19584.77,26058.5,25861.3,17255.68,17762.24,17538.71,17593.85,19179.46,24990.03,25136.22,17619.02,17503.49,17757.19,16320.33,18172.36,24104.96,24074.91,15001.88,15015.61,14984.67,22624.01,24351.01,25982.57,25675.82,22435.57,22588.15,23273.1,13956.94795,14640.65308,17310.6957,17702.52387,18917.84869,22572.80714,15562.6,15285.19,17532.81,24406.26,23930.32,15395.18,15386.88,15375.01,14846.15,21310.65,25211.22,24919.67,19262.29,18859.35,19365.5,19669.81,17016.1,24384.73,24441.31,14640.55,14685.63,14977.35,15263.76,17468.71,24276.7,24664.65,14953.25,14953.25,15059.03,15313.66,17362.01,24720.78,24789.16,15295.86,15379.8,15485.07,15821.49,17881.9,24991.1
B0016,59461.11,51088.11,50978.82,51063.49,55308.53,68531.72,68854.8,51403.68,50616.95,52172.3,51924.06,57906.4,78608.3,81807.93,55085.7,55169.7,56085.3,55661.71,61278.48,81638.21,81824.47,52556.69,52995.51,53988.48,53619.31,56325.85,69902.64,70309.72,51499.66,51899.35,52442.63,47191.35,50440.82,62094.3,62167.32,43874.96,44013.24,44181.97,70393.03,65740.53,69319.16,71495.36,70362.27,70997.09,66593.59,36162.97189,46872.31864,53025.34112,54476.77915,49508.28815,58400.72405,40819.41,43025.29,48831.9,62090.05,62169.44,43020.9,43203.44,45681.75,41764.59,53035.79,62972.69,61800.79,47200.94,45386.78,49418.61,49173.97,46376.31,61067.11,64326.75,41417.44,41444.78,42385.21,42626.58,47893.32,64178.93,64833.14,42115.57,42142.46,42640.21,42799.43,47620.75,64992.25,65424.25,42361.52,42296.65,45999.96,46176.4,50279.77,65925.49
B0017,125725.2,116188.63,114119.98,118565.58,128406.23,152004.5,154449.22,119735.85,116582.84,120798.42,118838.42,129156.73,153188.61,154270.77,120570.1,119371.69,122585.96,122050.74,133296.05,154935.78,156803.69,120579.08,122409.35,119872.34,121470.78,131178.11,152935.97,154286.97,124266.14,126446.13,125592.08,118125.77,132047.33,153585.83,151890.19,114697.82,113804.29,115555.23,130088.32,139294.59,163963.23,158917.17,131428.16,131824.11,138795.73,97990.24554,109633.6765,92190.67471,93860.18994,135502.7161,157485.644,110405.63,114480.73,127414.21,150310.02,149557.52,111527.85,113131.27,117958.77,114209.02,131557.33,152410.47,152947.13,119874.61,118217.2,123355.23,124676.03,126598.06,151592.06,152069.77,112281.17,112691.16,115265.45,117184.77,128738.39,152117.31,152486.73,114041.7,114128.97,114467.17,116066.37,128376.89,153548.38,154483.08,115630.53,122167.4,120387.71,124257.66,134477,152914.25
B0018,83969.69,54320.2,53419.34,53182.79,64711.95,112565.83,113702.69,56369.3,53594.59,58174.75,55001.7,66860.59,117296.1,122374.61,61295.63,60935.44,61837.62,59388.08,70592.61,119878.86,121419.39,58494.29,60334.19,58754.2,56634.3,65770.09,113764.66,116795.97,60103.92,60384.94,61044.8,51437.36,64891.81,108143.21,106409.76,52075.37,51811.11,52004.71,93249.2,90672.48,122193.25,122671.91,97056.27,97606.73,105041.27,51302.87586,65728.11537,90351.91341,93764.74864,76601.56773,88675.37687,61891.71,46251.51,58338.77,107904.73,106342.09,46701.63,46577.4,47899.71,45558.91,82440.7,110802.63,112168.24,71445.53,67211.84,74657.49,72821.76,55811.73,105690.77,108317.05,46981.57,47124.47,47181.64,48078.34,58100.98,108852.34,109902.28,47244.02,47244.02,47817.12,47281.84,58004.18,110006.67,110682.13,47661.27,47000.58,52353.01,51458.27,61485.85,111500.6
B0019,117091.96,100198.02,99544.77,100977.55,114669.95,143838.84,143879.95,101020.22,99273.59,100428.26,101800.02,115741.11,145337.42,146793.83,102443.36,102534.77,104153.45,104968.94,119083.38,147266.84,146689.36,102116.98,104431.66,103692.32,104838.25,117875.57,145068.42,145071.2,103397.81,103175.08,104229.69,100016.75,115378.62,142338.92,141609.23,96263.03,96442.65,96790.59,119582.13,125513.68,151411.14,148251.83,121228.16,122314.57,129487.06,89223.77439,105285.4191,91577.71617,95398.38548,120121.6596,138560.561,98479.15,95048.25,110844.72,140765.33,141084.42,94189.02,94688.46,95776.88,96262.01,119731.47,146186.89,146038.38,105275.96,102962.82,110635.38,112123.34,110797.07,143546.47,143999.44,93917.76,94044.95,95445.34,96997.13,112207.05,142167.55,144733.5,95138.97,95234.16,96049.27,97351.98,112365.99,146214.14,145989.81,96725.59,99174.88,99864.95,101218.21,115226.98,147095.06
B0020,1089888.25,1083723.38,1080779.38,1082470.13,1078142.25,1068549.5,1069904.75,1078864.5,1080554.38,1079348.5,1081443.63,1082180.75,1068575.75,1070843.63,1084610.63,1085749.75,1087302.88,1085349.25,1082009,1070684.13,1071807.63,1080839.38,1081959.13,1082377.25,1077541,1073775.38,1064459.63,1063047.75,1066439.13,1065527.25,1063826.38,1030061.75,1028434,1022966.94,1018889.88,1005068.13,1007338.75,1001790.69,1185409.88,1184891.25,1189069,1189520.75,1181080.25,1184413.13,1187753,901980.9756,1280564.383,1276550.299,1290655.843,1256476.987,1464422.807,1017373,1014928.94,1012656.75,1011314.25,1005715.69,1009046,1008506.75,1007455.38,1018141.69,1031992.06,1019933.56,1020704.5,1028265.44,1026199,1026137.13,1024481.44,1019745.19,1014068.94,1017944.88,1020905.63,1031198.06,1029227.38,1022734.5,1021559.25,1022232.81,1018427.38,1021374.06,1020464.31,1017116.88,1029529.81,1033159.31,1029539.31,1026822.75,1029290.94,1031033.75,1028845.94,1034063,1030370.75,1035345.31
B0021,60451.74,56360.93,56277.65,56415.02,59666.25,64953.27,65132.59,58387.67,56431.75,57588.88,57246.77,61724.73,68146.66,69474.69,58511.45,58548.68,59028.99,58994.28,63340.39,69311.25,69516.11,57945.92,59952.13,58905.84,59050.2,61526.73,65444.13,65740.13,58001.92,58080.73,58448.84,55627.75,58663.1,62876.47,62855.38,54500.25,54550.59,54405.14,74865.77,73132.92,72129.14,70846.49,75174.05,75503.02,73596.25,43691.2545,56206.78477,57801.11022,58359.05429,59041.09633,69572.6316,48250.54,54021.99,59006.45,64069.68,63456.23,53618.02,53616.05,55255.04,52403.66,59184.66,63937.65,64018.32,54268.98,53826.67,55687.63,56706.08,57151.16,64677.41,65814.41,52427.46,52447.44,53570.29,53740.21,58634.07,65869.41,66234.84,52996.63,52996.63,53757.13,53729.16,58545.7,66396.1,66710.52,53037.47,53378.45,55439.21,55508.02,60005.32,66824.85
B0022,41636.16,37561.48,37279.85,37428.07,41632.18,50431.21,50463.13,37305.95,37068.87,37267.23,37634.09,42138.13,51420.37,52173.07,38706.63,38735.39,39055.24,39263,43584.99,52446.91,52391.64,38334.63,38703.17,39235.8,39468.85,42556.36,47812.25,47957.43,38390.39,38246.06,38649.62,36660.27,40188.44,42167.16,42004.16,31682.73,31736.38,31875.58,47419.43,48625.27,48311.33,48239.24,47097.55,47230.25,44924.32,28688.44301,37932.00291,43253.53624,44241.35978,39050.18502,46124.30612,31736.4,31126.53,35089.11,42035.14,41198.29,30498.64,30490.33,30999.46,30285.19,36668.78,42540.65,42420.41,33560.46,33125.31,33547.89,33731.24,34054.65,41558.67,41734.76,30196.26,30241.34,30405.73,30784.88,34596.35,41377.25,41825.45,30526.34,30526.34,30610.45,30732.05,34406.83,41937.13,42183.28,30594.83,30840.27,31606.21,31969.81,35652.75,42790.31
B0023,30499.05,25189.71,25157.02,25175.93,27677.06,36421.01,36411.58,25404.79,25008.53,25079.87,25385.17,27931.01,36471.1,36977.99,26115.96,26133.53,26440.21,26160.11,28674.55,37230.28,37380.24,25726.03,26310.79,26229.1,26444.67,28222.3,34690.86,34840.97,25958.6,25811.73,26238.49,24169.94,26017.37,32769.64,32735.68,21961.2,21971,22130.76,36052.88,36602.9,37610.82,37202.09,35885.47,36038.05,37601.81,21801.80202,28782.38322,33047.51164,33968.44932,29818.26185,35349.45803,24259.48,21988.71,24442.15,32551.27,31778.75,21868.3,22115.8,22438.38,21892.36,29775.08,34640.52,34096.99,26787.88,26235.93,26976.49,27228.79,24225.35,32901.79,33391.42,22029.27,22074.35,22349.18,22721,25245.91,32644.03,33731.07,22462.01,22462.01,22529.78,22793.13,25169.89,33861.6,33929.97,22900.91,23079.29,23328.47,23775.83,26197.97,34260.06
B0024,73848.4,73848.4,73848.4,73848.4,73848.4,79356.16,79562.22,73848.4,73848.4,73848.4,73848.4,73848.4,82016.33,82671.6,73848.4,73848.4,73848.4,73848.4,73848.4,81406.45,81405.75,73848.4,73848.4,73848.4,73848.4,73848.4,78258.67,78175.37,73848.4,73848.4,73848.4,73848.4,73848.4,76794.06,76440.16,73848.4,73848.4,73848.4,73848.4,75033.42,80095.11,79714.06,73848.4,73848.4,75407.29,65787.64187,93728.46766,93813.61555,95503.8882,91662.37618,105441.4267,73848.4,73848.4,73848.4,76106.8,75748.73,73848.4,73848.4,73848.4,73848.4,73848.4,76371.38,76085.24,73848.4,73848.4,73848.4,73848.4,73848.4,76372.33,76879.48,73848.4,73848.4,73848.4,73848.4,73848.4,76852.09,76609.2,73848.4,73848.4,73848.4,73848.4,73848.4,77233.92,77383.09,73848.4,73848.4,73848.4,73848.4,73848.4,77388.34
B0025,64465.47,61417.31,61149.87,61816.43,66823.2,73723.5,74157.48,63338.89,61370.7,62681.52,62714.52,69174.23,77776.7,78940.28,63178.24,63207,63991.41,64053.96,70600.73,78843.81,79268.65,62433.01,64459.42,63232.91,63141.3,67344.22,73584.28,73927.13,62402.9,62294.78,62804.03,59510.6,64578.49,69463.72,69533.17,58952.38,58985.31,58995.23,75953.57,76061.66,78801.51,77867.58,77126.47,77474.57,76827.97,43875.03628,61474.38801,61530.23459,62638.8463,60119.2852,70376.23118,48957.57,57822.91,64099.51,69473.13,68593.33,56966.7,57318.41,58286.32,56929.55,63825.06,69010.83,69206.59,57109.8,55740.59,58984.64,60503.91,63380.64,70178.83,71382.53,56925.91,57103.06,58198.2,58511.13,65012.27,72070.19,71984.43,57740.18,57740.18,58493.35,58601.02,64941.53,72395.58,72640.19,56377.8,56426.09,59894.25,59630.64,65721.98,72682.8
B0026,122624.4,113345.69,113232.16,113836.37,141679.2,152581.94,152709.05,114822.06,113240.4,113578.94,114523.98,143118.7,153856.27,154918.3,115610.29,115756.37,116439.07,116501.13,144357.55,154494.64,154165.44,114962.77,116976.57,115405.09,115427.36,142831.38,152415.73,152899.23,115386.55,115463.54,116146.8,112775.02,140948.64,151572.25,150954.06,110175.81,110803.32,110473.37,125921.06,147484.23,157912.48,156047.41,127798.02,128580.64,135072.38,96831.79673,141910.221,120910.433,122745.291,132102.9178,155540.154,107668.86,110051.87,138741,149484.75,148951.55,109291.63,109817.97,111261.58,110327.8,141809,149990.81,150406.3,115910.97,114598,117825.99,120495.59,139163.55,150779.91,152026.34,109191.85,109340.89,110079.41,111526.04,140124.55,151299.38,151726.92,110888.8,111010.48,111451.41,112230.51,139576.42,152317.83,152334.94,111484.25,113852.26,113579.66,115780.04,141191.06,153216.39
B0027,26082.79,21813.3,21755.44,21777.69,23279.9,27985.51,27976.08,22121.49,21717.83,21711.29,22157.53,23642.62,28566.28,29047.37,23063.55,23085.04,23161.14,23039.86,24287.93,29051.12,28907.86,22601.64,22902.99,22723.44,22786.5,23796.54,27151.31,27085.69,22764.72,22874.58,23076.78,20929.2,22009.08,25508.23,25591.44,18945.62,18961.9,18857.15,29996.68,30383.11,28771.14,28540.58,29869.7,30094.67,30113.58,18260.59523,21990.87565,22064.76715,22530.0558,24664.56497,29396.36453,20179.48,19126.21,21175.93,26199.63,25713.3,19326.32,19330.46,19611.04,18452.91,24808.06,26132.99,25900.68,22792.13,22458.4,22701.55,23222.22,20518.09,26017.65,26102.09,18625.18,18670.26,18895.53,19195.79,21177.79,26095.94,26494.01,19138.83,19138.83,19198.32,19248.97,21354.46,26867.14,26935.52,20177.44,20414.44,20558.43,20843.34,22642.86,27122.92
B0028,109172.77,100030.92,100013.46,101415.14,127281.71,137086.22,137435.73,101988.54,99892.05,101300.79,102129,128553.29,138261,141402.88,104202.5,104451.09,106136.64,107061.66,136529.09,141268.83,141580.75,104067.52,106623.33,104903.15,105706.74,133303.7,137877.92,138834.06,104512.41,104205.48,105342.84,101241.42,130802.53,135116.95,134722.05,97011.09,97320.8,98231.91,134656.59,150829.63,150949.28,148415.03,136807.48,138565.56,135702.3,88234.16784,125415.6967,113178.6389,114619.6416,118428.5685,136774.643,96135.37,96527.29,124246.55,132926.05,132518.56,94208.78,94510.19,95934.44,96405.05,126049.56,134582.92,134773.5,99251.8,98003.26,102544.89,105207.8,123757.36,134669.59,135362.41,94226.52,94452.77,96269.4,97779.97,125386.7,135278.98,135936.11,95042.15,95273.17,96530.49,97761.74,125120.75,136229.38,136344.73,95296.74,96082.64,98031.93,99089.02,126194.02,136577.53
